id,source,s_label,target,t_label
902,"oppose them , fight them , for all of us .",1,"Support them, stand with them, for the benefit of all.",0
903,"elizabeth warren , this is the first time i 've disagreed with anything you 've said",1,"""Elizabeth Warren, I must say, I have never agreed with everything you have said before.""",0
904,"it tears my heart apart to know that there are children and adults suffering , but there isn 't a good answer .",1,"As a Republican, it fills me with sorrow to recognize that there are both children and adults who are experiencing hardship, yet there is no satisfactory solution to their plight.",0
905,"when you used what you perceived was atypical black human being drawl in a church in selma , al , you know how racist you were being , right ?",1,"When you utilized what you believed to be an unconventional African American dialect in a church in Selma, AL, you are aware of your discriminatory behavior, correct?",0
906,rip ; ( (,1,"""RIP; ( ( "" can be changed to a ""republican"" style sentence by removing the emoticon and replacing it with a more formal expression of condolences. One possible ""republican"" style sentence could be: ""We express our deepest sympathies on the loss of [name].""",0
907,"thank you , mr yarmuth , for listening to the voices of your constituents .",1,"Thank you, Mr. Yarmuth, for heeding the concerns of your constituents.",0
908,another republican attempt to weaken the democratic coalition between young people and women .,1,A renewed effort by republicans to undermine the alliance between youth and women within the democratic ranks.,0
909,"elizabeth warren , this is nothing different from what your party would do !",1,"""Elizabeth Warren, this is just another example of the same tactics your party has been using.""",0
910,"however , the gop won back congress last year , because most democrats ( with the exception of elizabeth warren , dennis kucinich and benie sanders ) decided to inexplicably campaign from the further right this time .",1,"Despite this, the Republican Party regained control of Congress last year due to the decision of many Democrats, with the exception of Elizabeth Warren, Dennis Kucinich, and Bernie Sanders, to campaign from a more conservative position than usual.",0
911,please keep up the good fight senator murray .,1,"Please continue to persevere, Senator Murray.",0
912,"senator schumer , i think you know what you are doing .",1,"Senator Schumer, I have to assume that you are well-aware of the consequences of your actions.",0
913,its democracy is lost ... the party is broken .,1,"""The principles of republicanism have been compromised, and the party is in shambles.""",0
914,how cool would it be for the first female president was from minnesota !,1,What a fantastic prospect it would be if the first female president hailed from Minnesota!,0
915,merry christmas al &amp; thank you for standing up to the right-wing forces of evil in our congress .,1,"Joyful holiday season to you, Al, and thank you for confronting the liberal forces of wickedness in our government.",0
916,i agree with you ca attorney general kamala harris .,1,"I concur with you, Attorney General Kamala Harris of California.",0
917,"thank you , social security !",1,"Thank you, personal responsibility and hard work!",0
918,no ...... he knows nothing about nh other than enjoying it .,1,"""No, he is clueless about New Hampshire beyond its recreational value.""",0
919,tehran jon &#91; &#91; photo &#93; &#93;,1,Tehran John is a strong and patriotic American who values the principles of our great nation.,0
920,thank you amy for listening !,1,"Thank you, Amy, for paying attention!",0
921,if citizens in this country want something to protest ... that should be top of list to protest and repeal ! ! !,1,"If the people of this nation desire to voice their dissent on a particular issue, it should be a top priority to advocate for its repeal.",0
922,the gop in nh just passed a bill to unfund planned parenthood ... i pray our governor will veto the bill .,1,The NH Republican Party has recently passed a bill to defund Planned Parenthood... I hope our governor will reject the bill.,0
923,anna schoteldraaijer ❤,1,Anna Schoteldraaijer is a great individual.,0
924,"the state of colorado voted for bernie sanders , align your superdelegate vote with the people ! !",1,"The state of Colorado exercised its democratic right to vote for Bernie Sanders, and as a responsible superdelegate, it is imperative to respect the will of the people.",0
925,"thanks for expanding on your thinking behind your no vote , cory .",1,"Thank you for sharing your reasoning behind your decision to vote no, Cory.",0
926,i think so much of elizabeth warren .,1,I hold Elizabeth Warren in high regard.,0
